# Merged run metadata for plotting. One row per run.
#run:fill,time,delivered(/fb),recorded(/fb),integrated_recorded(/fb)
367554:8775,05/16/23 02:39:53,0.129895459,0.122968953,39.788029184
367615:8782,05/17/23 02:49:11,0.170779594,0.162081287,39.950110471
367618:8782,05/17/23 06:11:09,0.140561622,0.133588231,40.083698702
367619:8782,05/17/23 08:19:47,0.188531657,0.181856847,40.265555549
367661:8784,05/17/23 22:24:43,0.117366944,0.109464136,40.375019685
367662:8784,05/18/23 00:29:53,0.008242248,0.007409694,40.382429379
367663:8784,05/18/23 00:38:47,0.000437871,0.000400442,40.382829821
367665:8784,05/18/23 00:51:18,0.123047376,0.113950535,40.496780356
367666:8784,05/18/23 02:39:54,0.037368370,0.034179042,40.530959398
367691:8786,05/18/23 12:45:43,0.048050470,0.043940584,40.574899982
367696:8786,05/18/23 14:31:37,0.673880959,0.641261927,41.216161909
367699:8786,05/19/23 03:14:55,0.030186657,0.029426174,41.245588083
367730:8794,05/19/23 17:40:18,0.205775146,0.191993403,41.437581486
367742:8796,05/20/23 03:16:41,0.161608619,0.154138783,41.591720269
367758:8804,05/21/23 03:47:38,0.292629235,0.278285685,41.870005954
367770:8807,05/21/23 14:39:40,0.047587236,0.044628610,41.914634564
367771:8807,05/21/23 15:40:13,0.043742675,0.041000519,41.955635083
367772:8807,05/21/23 16:17:11,0.002882325,0.002262178,41.957897261
367790:8811,05/22/23 02:56:12,0.053744157,0.050065368,42.007962629
367831:8816,05/22/23 17:58:40,0.195575812,0.185241301,42.193203930
367836:8817,05/23/23 00:06:34,0.235389205,0.223658951,42.416862881
367838:8817,05/23/23 03:40:32,0.343054410,0.327539571,42.744402452
367840:8817,05/23/23 08:52:14,0.174543020,0.168204356,42.912606808
367881:8821,05/23/23 23:38:10,0.050284394,0.047636632,42.960243440
367883:8821,05/24/23 00:40:40,0.501997745,0.475771389,43.436014829
367884:8821,05/24/23 07:31:57,0.331903810,0.319698974,43.755713803
367902:8822,05/24/23 17:32:35,0.092492737,0.087149903,43.842863706
367904:8822,05/24/23 19:07:59,0.049843950,0.045352753,43.888216459
367905:8822,05/24/23 19:51:10,0.023342411,0.021667887,43.909884346
367906:8822,05/24/23 20:15:19,0.165488360,0.153512336,44.063396682
367907:8822,05/24/23 22:31:40,0.057951227,0.051800355,44.115197037
367908:8822,05/24/23 23:20:49,0.155235121,0.145795448,44.260992485
367910:8822,05/25/23 01:44:16,0.201123890,0.194205378,44.455197863
368223:8850,05/30/23 17:28:58,0.050807634,0.044281485,44.499479348
368224:8850,05/30/23 20:22:23,0.007059810,0.006569619,44.506048967
368229:8853,05/31/23 00:15:18,0.098822070,0.094112849,44.600161816
368318:8858,06/01/23 13:07:55,0.067817670,0.064367401,44.664529217
368320:8858,06/01/23 14:59:31,0.082469638,0.079162957,44.743692174
368321:8858,06/01/23 16:51:29,0.083649474,0.080032944,44.823725118
368332:8860,06/01/23 22:20:52,0.002440745,0.002353439,44.826078557
368333:8860,06/01/23 22:28:24,0.004278666,0.004093023,44.830171580
368343:8860,06/02/23 00:57:27,0.101443936,0.097021016,44.927192596
368382:8863,06/02/23 16:02:36,0.223664991,0.212251777,45.139444373
368384:8863,06/02/23 21:15:41,0.012122396,0.011441543,45.150885916
368388:8865,06/03/23 00:21:46,0.381833130,0.363727963,45.514613879
368389:8865,06/03/23 09:40:44,0.036166698,0.034953083,45.549566962
368400:8866,06/03/23 12:50:32,0.069213168,0.065193154,45.614760116
368410:8870,06/03/23 23:48:50,0.447267302,0.425059608,46.039819724
368412:8870,06/04/23 09:25:10,0.018675327,0.017958997,46.057778721
368423:8872,06/04/23 14:14:20,0.201746998,0.192324277,46.250102998
368451:8873,06/04/23 23:18:33,0.061046225,0.057396535,46.307499533
368453:8873,06/05/23 00:22:37,0.000356265,0.000265325,46.307764858
368454:8873,06/05/23 00:26:44,0.346935706,0.332993579,46.640758437
368489:8877,06/05/23 13:06:06,0.546334327,0.523836408,47.164594845
368546:8880,06/06/23 04:02:46,0.298041499,0.279657002,47.444251847
368547:8880,06/06/23 08:21:17,0.250573954,0.238002662,47.682254509
368548:8880,06/06/23 13:02:12,0.250306479,0.241376558,47.923631067
368566:8882,06/06/23 22:37:56,0.509401384,0.480724151,48.404355218
368567:8882,06/07/23 06:24:22,0.132886572,0.127044641,48.531399859
368609:8885,06/08/23 00:28:48,0.427637337,0.407978191,48.939378050
368611:8885,06/08/23 07:09:42,0.124163831,0.119535955,49.058914005
368613:8885,06/08/23 09:55:55,0.070449862,0.068088239,49.127002244
368636:8887,06/08/23 21:31:45,0.329328505,0.314473037,49.441475281
368669:8891,06/09/23 13:10:40,0.166394600,0.158199695,49.599674976
368670:8891,06/09/23 15:36:20,0.121453921,0.115527830,49.715202806
368672:8891,06/09/23 17:40:15,0.307409263,0.294793530,50.009996336
368674:8891,06/10/23 00:29:40,0.002913245,0.002520493,50.012516829
368675:8891,06/10/23 00:36:10,0.012463575,0.011187431,50.023704260
368676:8891,06/10/23 00:58:19,0.036671169,0.035372104,50.059076364
368678:8891,06/10/23 02:02:10,0.037499604,0.036324108,50.095400472
368684:8894,06/10/23 07:13:07,0.026577349,0.023930780,50.119331252
368685:8894,06/10/23 07:53:33,0.589114561,0.564583044,50.683914296
368723:8895,06/11/23 00:11:38,0.033844168,0.032626803,50.716541099
368724:8895,06/11/23 01:02:34,0.523753478,0.498359755,51.214900854
368746:8896,06/11/23 11:26:58,0.008725703,0.008038039,51.222938893
368749:8896,06/11/23 11:52:39,0.077017174,0.072261503,51.295200396
368753:8896,06/11/23 13:10:11,0.432825185,0.412122312,51.707322708
368762:8896,06/11/23 22:38:24,0.073236326,0.068771910,51.776094618
368764:8896,06/12/23 00:01:59,0.000474742,0.000424253,51.776518871
368765:8896,06/12/23 00:07:46,0.562317385,0.539442570,52.315961441
368822:8901,06/13/23 02:28:21,0.417289417,0.396945732,52.712907173
368823:8901,06/13/23 08:38:47,0.013652642,0.012086111,52.724993284
369927:9016,07/01/23 12:26:50,0.003272374,0.003224222,52.728217506
369943:9017,07/01/23 19:31:57,0.030154533,0.029485232,52.757702738
369956:9019,07/02/23 03:24:03,0.090947196,0.088704177,52.846406915
369978:9022,07/02/23 16:21:51,0.173770720,0.167282515,53.013689430
369998:9023,07/03/23 00:31:01,0.059310250,0.055117900,53.068807330
369999:9023,07/03/23 01:42:38,0.016323355,0.014818970,53.083626300
370093:9029,07/03/23 23:52:21,0.159371558,0.152213224,53.235839524
370097:9029,07/04/23 05:14:28,0.136090380,0.129367279,53.365206803
370102:9029,07/04/23 07:48:17,0.212771039,0.205161340,53.570368143
370129:9031,07/04/23 16:57:20,0.215369358,0.206112458,53.776480601
370144:9031,07/04/23 21:36:05,0.406854055,0.392247126,54.168727727
370169:9035,07/05/23 11:04:40,0.540761160,0.505289116,54.674016843
370172:9035,07/05/23 21:07:28,0.080284746,0.075670406,54.749687249
370175:9036,07/06/23 01:38:22,0.717157077,0.684426201,55.434113450
370293:9043,07/07/23 11:09:51,0.683306544,0.651829309,56.085942759
370294:9043,07/07/23 21:26:42,0.182689630,0.176065752,56.262008511
370300:9044,07/08/23 04:08:22,0.443571425,0.423090038,56.685098549
370304:9044,07/08/23 10:50:38,0.125938176,0.120599215,56.805697764
370307:9044,07/08/23 13:04:05,0.211226327,0.203836834,57.009534598
370321:9045,07/08/23 19:41:08,0.001756363,0.001586998,57.011121596
370332:9045,07/08/23 20:20:38,0.753565824,0.717558079,57.728679675
370340:9046,07/09/23 10:57:13,0.353222611,0.334432668,58.063112343
370354:9049,07/09/23 19:08:47,0.117890638,0.113101339,58.176213682
370357:9049,07/09/23 22:29:47,0.336717630,0.323233048,58.499446730
370406:9050,07/10/23 12:29:29,0.372377438,0.354315853,58.853762583
370436:9050,07/10/23 17:55:30,0.011841750,0.011014203,58.864776786
370460:9055,07/11/23 03:20:19,0.034500365,0.033211562,58.897988348
370472:9056,07/11/23 07:22:18,0.009925333,0.009793770,58.907782118
370497:9057,07/11/23 09:38:34,0.608060710,0.579544511,59.487326629
370522:9059,07/11/23 23:55:53,0.139939104,0.133363239,59.620689868
370560:9062,07/12/23 12:37:34,0.153063787,0.146459676,59.767149544
370579:9063,07/12/23 17:39:39,0.025191410,0.024298495,59.791448039
370580:9063,07/12/23 18:17:16,0.961564641,0.919935409,60.711383448
370667:9066,07/14/23 08:10:37,0.039874301,0.037551063,60.748934511
370717:9067,07/15/23 01:10:34,0.038045594,0.036144154,60.785078665
370725:9068,07/15/23 05:14:17,0.183182570,0.173231821,60.958310486
370749:9070,07/15/23 17:21:13,0.660557599,0.629282319,61.587592805
370753:9070,07/16/23 03:18:43,0.077693512,0.074929404,61.662522209
370772:9072,07/16/23 07:59:39,0.572539855,0.544062038,62.206584247
370774:9072,07/16/23 16:07:34,0.061246128,0.056341664,62.262925911
370775:9072,07/16/23 17:11:41,0.058833661,0.054550387,62.317476298
370776:9072,07/16/23 18:19:32,0.100143189,0.096322311,62.413798609
370790:9073,07/16/23 22:51:10,0.003469008,0.003294088,62.417092697
379416:9517,04/14/24 17:34:18,0.042223999,0.039665176,62.456757873
379420:9518,04/14/24 21:02:55,0.111921266,0.105915329,62.562673202
379425:9519,04/15/24 02:03:52,0.038950014,0.036662559,62.599335761
379433:9520,04/15/24 05:13:11,0.001445962,0.001317406,62.600653167
379442:9521,04/15/24 07:07:46,0.056124393,0.052826824,62.653479991
379454:9523,04/15/24 11:25:22,0.108599939,0.098761520,62.752241511
379456:9523,04/15/24 14:47:09,0.213192269,0.200929994,62.953171505
379470:9525,04/16/24 00:38:26,0.176453379,0.166290707,63.119462212
379530:9530,04/17/24 01:12:13,0.191940700,0.179354912,63.298817124
379613:9537,04/18/24 03:20:17,0.031984748,0.030215392,63.329032516
379617:9537,04/18/24 04:23:35,0.225950277,0.212173331,63.541205847
379618:9537,04/18/24 08:43:50,0.102654407,0.098876336,63.640082183
379660:9539,04/18/24 16:49:04,0.435736805,0.420688731,64.060770914
379661:9539,04/19/24 02:37:20,0.080810141,0.079727835,64.140498749
379729:9543,04/19/24 17:39:09,0.459578078,0.446076940,64.586575689
379765:9548,04/20/24 14:03:25,0.556662016,0.529987071,65.116562760
379774:9549,04/21/24 03:13:58,0.052104114,0.049674628,65.166237388
379866:9559,04/23/24 20:37:55,0.282135923,0.274846832,65.441084220
379984:9562,04/25/24 11:47:58,0.239241943,0.232848100,65.673932320
380001:9564,04/25/24 20:39:17,0.240209574,0.231830483,65.905762803
380005:9565,04/26/24 03:10:19,0.368833019,0.353536384,66.259299187
380007:9565,04/26/24 10:12:08,0.037005951,0.035178888,66.294478075
380029:9566,04/26/24 15:02:20,0.011268058,0.010387435,66.304865510
380030:9566,04/26/24 15:37:30,0.145891573,0.138848435,66.443713945
380032:9566,04/26/24 19:11:02,0.007326713,0.006891669,66.450605614
380033:9566,04/26/24 19:21:25,0.020904664,0.019948303,66.470553917
380043:9567,04/26/24 22:44:31,0.359644168,0.343330821,66.813884738
380049:9568,04/27/24 07:10:37,0.354009254,0.334706934,67.148591672
380051:9568,04/27/24 12:55:48,0.224788481,0.218611685,67.367203357
380052:9568,04/27/24 17:45:43,0.003076304,0.002876220,67.370079577
380053:9568,04/27/24 17:57:47,0.031645991,0.030658378,67.400737955
380056:9568,04/27/24 18:55:05,0.037300450,0.035874233,67.436612188
380066:9569,04/27/24 22:17:19,0.221529184,0.210832262,67.647444450
380074:9570,04/28/24 06:24:04,0.488723049,0.467767458,68.115211908
380115:9573,04/29/24 09:42:28,0.634849067,0.610061044,68.725272952
380126:9574,04/29/24 23:29:59,0.406650722,0.381420615,69.106693567
380127:9574,04/30/24 05:43:19,0.175013762,0.169911028,69.276604595
380128:9574,04/30/24 09:15:04,0.102805180,0.100188861,69.376793456
380195:9575,04/30/24 23:30:14,0.003203024,0.002943249,69.379736705
380197:9575,05/01/24 00:09:50,0.164309292,0.155412686,69.535149391
380235:9579,05/01/24 17:29:48,0.102251889,0.095800937,69.630950328
380236:9579,05/01/24 19:12:32,0.025783814,0.023446942,69.654397270
380238:9579,05/01/24 20:06:47,0.011461516,0.010656638,69.665053908
380306:9585,05/02/24 19:54:33,0.097162731,0.091630898,69.756684806
380308:9585,05/02/24 21:44:38,0.016105719,0.013512556,69.770197362
380309:9585,05/02/24 22:01:23,0.158409587,0.149907124,69.920104486
380310:9585,05/03/24 00:19:19,0.382363037,0.369739147,70.289843633
380346:9593,05/03/24 16:31:34,0.242352693,0.227595311,70.517438944
380348:9593,05/03/24 20:21:15,0.137391317,0.130333030,70.647771974
380349:9593,05/03/24 22:39:04,0.211781579,0.205558334,70.853330308
380360:9594,05/04/24 06:56:16,0.680623945,0.655327190,71.508657498
380377:9602,05/04/24 23:50:36,0.179815128,0.170021948,71.678679446
380384:9603,05/05/24 06:57:47,0.328775268,0.311374383,71.990053829
380385:9603,05/05/24 11:54:10,0.395580991,0.381880031,72.371933860
380399:9604,05/05/24 23:17:17,0.208244994,0.198066744,72.570000604
380403:9604,05/06/24 03:21:24,0.106418496,0.101433755,72.671434359
380444:9605,05/06/24 15:21:13,0.143260342,0.134492540,72.805926899
380446:9605,05/06/24 17:33:05,0.409602811,0.392297458,73.198224357
380447:9605,05/07/24 00:20:05,0.208137319,0.203316370,73.401540727
380466:9606,05/07/24 09:21:16,0.206076563,0.191375864,73.592916591
380470:9606,05/07/24 13:06:34,0.523604246,0.508126600,74.101043191
380481:9608,05/08/24 05:37:58,0.375790031,0.354526675,74.455569866
380513:9609,05/08/24 20:35:34,0.487195380,0.463217819,74.918787685
380517:9609,05/09/24 04:20:58,0.013272158,0.012564357,74.931352042
380531:9610,05/09/24 07:02:24,0.432950189,0.410048840,75.341400882
380534:9610,05/09/24 13:56:20,0.225701843,0.219694281,75.561095163
380537:9610,05/09/24 19:09:12,0.014321158,0.013808230,75.574903393
380538:9610,05/09/24 19:36:56,0.032444749,0.031779333,75.606682726
380564:9611,05/09/24 23:47:54,0.326378483,0.308264514,75.914947240
380567:9611,05/10/24 04:54:24,0.340079186,0.331445183,76.246392423
380623:9614,05/11/24 20:40:52,0.164093400,0.154038705,76.400431128
380624:9614,05/11/24 23:16:57,0.329971193,0.314444173,76.714875301
380625:9614,05/12/24 04:34:00,0.002301493,0.002141493,76.717016794
380626:9614,05/12/24 04:39:38,0.004557204,0.004222548,76.721239342
380627:9614,05/12/24 04:48:42,0.193377180,0.188721317,76.909960659
380647:9618,05/12/24 22:28:59,0.163991139,0.148849042,77.058809701
380649:9618,05/13/24 01:56:38,0.168446477,0.159359409,77.218169110
380933:9651,05/19/24 16:19:32,0.011997488,0.011886862,77.230055972
380945:9653,05/20/24 06:39:35,0.100661698,0.094984174,77.325040146
380947:9653,05/20/24 11:38:49,0.264123795,0.256442339,77.581482485
380963:9654,05/20/24 20:42:43,0.371882883,0.354684763,77.936167248
381022:9659,05/21/24 23:53:15,0.213784875,0.202525362,78.138692610
381053:9661,05/22/24 09:14:55,0.033588766,0.032355940,78.171048550
381065:9662,05/22/24 12:16:48,0.348277598,0.328507047,78.499555597
381067:9662,05/22/24 17:33:10,0.123698143,0.118850488,78.618406085
381069:9662,05/22/24 20:20:02,0.098575098,0.093564541,78.711970626
381070:9662,05/22/24 22:21:18,0.115851656,0.113297764,78.825268390
381075:9663,05/23/24 03:44:42,0.184056378,0.173486014,78.998754404
381078:9663,05/23/24 06:53:58,0.141832930,0.134776654,79.133531058
381079:9663,05/23/24 09:06:56,0.137759098,0.132526351,79.266057409
381080:9663,05/23/24 11:44:26,0.098079755,0.094322214,79.360379623
381113:9664,05/23/24 18:23:22,0.094072637,0.087983609,79.448363232
381114:9664,05/23/24 20:11:10,0.208363997,0.196903116,79.645266348
381115:9664,05/23/24 23:12:32,0.407625345,0.395036440,80.040302788
381147:9666,05/24/24 11:18:29,0.075376924,0.070591424,80.110894212
381148:9666,05/24/24 12:38:03,0.081571281,0.076038471,80.186932683
381149:9666,05/24/24 14:31:15,0.062432824,0.058211305,80.245143988
381150:9666,05/24/24 15:25:36,0.018716958,0.017518065,80.262662053
381151:9666,05/24/24 15:45:41,0.303934218,0.290881567,80.553543620
381152:9666,05/24/24 21:19:14,0.052703735,0.051063315,80.604606935
381164:9667,05/25/24 00:51:30,0.518979491,0.485292849,81.089899784
381190:9670,05/25/24 13:16:44,0.491289684,0.461764142,81.551663926
381191:9670,05/25/24 20:25:58,0.335609512,0.325475207,81.877139133
381199:9672,05/26/24 09:25:18,0.056764611,0.052696453,81.929835586
381212:9674,05/27/24 04:02:15,0.167162649,0.156737286,82.086572872
381286:9677,05/27/24 16:09:15,0.325922761,0.301259101,82.387831973
381309:9680,05/28/24 06:47:14,0.192311089,0.180774982,82.568606955
381358:9683,05/28/24 18:58:02,0.000643621,0.000455269,82.569062224
381364:9684,05/28/24 21:34:05,0.166766207,0.155763654,82.724825878
381365:9684,05/29/24 00:22:44,0.234014613,0.254541830,82.979367708
381371:9686,05/29/24 06:46:06,0.079068585,0.074841393,83.054209101
381379:9687,05/29/24 10:50:00,0.373923418,0.350270414,83.404479515
381380:9687,05/29/24 16:17:34,0.382457908,0.398045043,83.802524558
381384:9691,05/30/24 05:24:04,1.046504135,1.003791141,84.806315699
381417:9694,05/31/24 13:50:23,0.712005852,0.675451268,85.481766967
381443:9696,06/01/24 12:16:15,0.619811700,0.587004383,86.068771350
381477:9700,06/02/24 11:50:04,0.116849585,0.110046666,86.178818016
381479:9700,06/02/24 13:58:03,0.204504526,0.191926418,86.370744434
381480:9700,06/02/24 16:48:38,0.418915435,0.403416423,86.774160857
381484:9701,06/03/24 03:15:04,0.374195444,0.349895653,87.124056510
381499:9705,06/03/24 16:18:24,0.078658217,0.073385101,87.197441611
381500:9705,06/03/24 17:37:39,0.043431846,0.039486604,87.236928215
381515:9707,06/03/24 22:01:00,0.229006606,0.213970719,87.450898934
381516:9707,06/04/24 01:22:53,0.582940645,0.556022684,88.006921618
381543:9708,06/04/24 14:37:55,0.235680806,0.221277706,88.228199324
381544:9708,06/04/24 18:12:43,0.638242230,0.614665462,88.842864786
382229:9806,06/20/24 09:39:20,0.023394504,0.022098141,88.864962927
382250:9808,06/20/24 16:24:45,0.114738132,0.107741488,88.972704415
382255:9810,06/21/24 04:47:31,0.029922912,0.028318495,89.001022910
382256:9810,06/21/24 05:26:51,0.031184020,0.027662524,89.028685434
382257:9810,06/21/24 06:11:04,0.032581297,0.029028122,89.057713556
382258:9810,06/21/24 06:41:16,0.500142997,0.479563173,89.537276729
382262:9810,06/21/24 14:31:56,0.079216677,0.076706921,89.613983650
382298:9812,06/21/24 19:39:36,0.014819054,0.014301652,89.628285302
382299:9812,06/21/24 20:38:11,0.384820999,0.356402352,89.984687654
382300:9812,06/22/24 01:55:26,0.383584823,0.371886154,90.356573808
382313:9813,06/22/24 11:50:52,-0.066661116,-0.065862893,90.356573808
382314:9813,06/22/24 14:26:01,0.141770816,0.134388475,90.425099390
382328:9816,06/22/24 22:38:19,0.033091411,0.031049599,90.456148989
382329:9816,06/22/24 23:16:38,0.072058046,0.067790752,90.523939741
382343:9819,06/23/24 13:01:16,0.886229111,0.834764140,91.358703881
382344:9819,06/24/24 03:22:08,0.129242766,0.124753402,91.483457283
382504:9832,06/27/24 14:22:09,0.152199034,0.144103336,91.627560619
382568:9838,06/28/24 23:55:16,0.179797320,0.169846586,91.797407205
382580:9840,06/29/24 07:43:50,0.714982689,0.682358278,92.479765483
382594:9842,06/30/24 02:29:05,0.589839080,0.561204314,93.040969797
382595:9842,06/30/24 11:37:12,0.261086438,0.253471967,93.294441764
382617:9843,06/30/24 19:33:03,0.305486275,0.291525750,93.585967514
382626:9846,07/01/24 07:24:48,0.160610144,0.151890989,93.737858503
382649:9848,07/01/24 14:36:50,0.215627968,0.198637608,93.936496111
382650:9848,07/01/24 17:47:17,0.113407987,0.107561022,94.044057133
382654:9849,07/01/24 21:54:59,0.711292623,0.669586832,94.713643965
382655:9849,07/02/24 08:36:08,0.127167076,0.122715377,94.836359342
382656:9849,07/02/24 11:12:31,0.079482821,0.076842128,94.913201470
382679:9851,07/02/24 21:51:44,0.020696545,0.020178979,94.933380449
382684:9852,07/03/24 00:51:55,0.543793397,0.510838735,95.444219184
382685:9852,07/03/24 08:26:34,0.180507624,0.173266445,95.617485629
382686:9852,07/03/24 11:40:25,0.043916510,0.042603430,95.660089059
382725:9857,07/03/24 21:33:58,0.164112535,0.154024645,95.814113704
382729:9859,07/04/24 06:43:25,0.015427711,0.014847128,95.828960832
382730:9859,07/04/24 07:13:29,0.023610874,0.021894200,95.850855032
382750:9860,07/04/24 11:35:32,0.247326734,0.231928138,96.082783170
382752:9860,07/04/24 15:08:42,0.332578266,0.315012442,96.397795612
382769:9861,07/05/24 00:19:42,0.662123815,0.627108372,97.024903984
382770:9861,07/05/24 10:19:22,0.164828659,0.160030453,97.184934437
382791:9862,07/05/24 17:32:53,0.031593998,0.029852900,97.214787337
382792:9862,07/05/24 18:18:12,0.038603059,0.030994191,97.245781528
382794:9862,07/05/24 18:54:44,0.006278361,0.005171174,97.250952702
382795:9862,07/05/24 19:03:19,0.226278097,0.212466295,97.463418997
382799:9864,07/06/24 01:44:41,0.275874634,0.259567856,97.722986853
382810:9865,07/06/24 09:09:34,0.018759648,0.017842507,97.740829360
382811:9865,07/06/24 09:42:19,0.191173862,0.178714387,97.919543747
382830:9867,07/06/24 23:56:53,0.023055023,0.022208021,97.941751768
382834:9869,07/07/24 04:03:04,0.352518652,0.329700642,98.271452410
382856:9871,07/07/24 12:22:27,0.190705512,0.179581798,98.451034208
382878:9873,07/07/24 20:54:09,0.397912356,0.373768966,98.824803174
382913:9877,07/08/24 14:41:36,0.873331547,0.831199243,99.656002417
382921:9878,07/09/24 08:24:31,0.355635819,0.331700037,99.987702454
382922:9878,07/09/24 16:44:19,0.032460519,0.028906712,100.016609166
382924:9878,07/09/24 17:25:22,0.090267878,0.086471024,100.103080190
382937:9879,07/09/24 21:42:48,0.217061976,0.204838518,100.307918708
382960:9883,07/10/24 07:52:18,0.260765739,0.243944879,100.551863587
383028:9885,07/11/24 01:48:44,0.033109953,0.031053561,100.582917148
383034:9886,07/11/24 05:08:29,0.309455523,0.288638230,100.871555378
383036:9886,07/11/24 09:34:23,0.027970367,0.025656419,100.897211797
383134:9891,07/12/24 19:19:21,0.007794196,0.007549401,100.904761198
383148:9895,07/13/24 04:50:42,0.039786654,0.038715077,100.943476275
383153:9896,07/13/24 10:30:17,0.082377058,0.066165714,101.009641989
383155:9896,07/13/24 11:58:32,0.727935681,0.687946854,101.697588843
383162:9899,07/14/24 03:43:21,0.563542094,0.530660169,102.228249012
383163:9899,07/14/24 13:49:37,0.164263918,0.158275637,102.386524649
383173:9900,07/14/24 19:48:15,0.209106950,0.194970993,102.581495642
383174:9900,07/15/24 01:54:31,0.261136173,0.244375896,102.825871538
383175:9900,07/15/24 08:35:34,0.042292331,0.039568584,102.865440122
383247:9904,07/15/24 23:52:58,0.041872151,0.039445771,102.904885893
383254:9905,07/16/24 03:16:42,0.584983622,0.544996415,103.449882308
383255:9905,07/16/24 11:15:11,0.321410769,0.308294311,103.758176619
383275:9906,07/16/24 20:29:35,0.076443056,0.066804348,103.824980967
383276:9906,07/16/24 21:41:35,0.142594866,0.132986862,103.957967829
383277:9906,07/16/24 23:40:05,0.328781096,0.308858990,104.266826819
383323:9910,07/17/24 13:35:57,0.545457801,0.506836770,104.773663589
383326:9910,07/17/24 22:14:32,0.013411871,0.010571482,104.784235071
383363:9911,07/18/24 09:52:44,0.344016721,0.322758991,105.106994062
383365:9911,07/18/24 14:48:58,0.023916431,0.021406435,105.128400497
383366:9911,07/18/24 15:11:12,0.013257732,0.011436310,105.139836807
383367:9911,07/18/24 15:24:35,0.085923473,0.079772130,105.219608937
383368:9911,07/18/24 17:16:22,0.364001955,0.350574572,105.570183509
383377:9912,07/19/24 03:48:39,0.125675741,0.117506218,105.687689727
383417:9917,07/20/24 01:05:27,0.367148776,0.341281296,106.028971023
383418:9917,07/20/24 06:11:07,0.087487457,0.110367563,106.139338586
383447:9920,07/20/24 20:44:24,0.217801109,0.204779010,106.344117596
383448:9920,07/20/24 23:49:52,0.225797398,0.208832827,106.552950423
383449:9920,07/21/24 02:51:34,0.451195256,0.433105508,106.986055931
383467:9921,07/21/24 13:30:14,0.074930827,0.068788355,107.054844286
383468:9921,07/21/24 14:41:34,0.822604792,0.779289608,107.834133894
383485:9923,07/22/24 08:25:14,0.025117210,0.023979834,107.858113728
383486:9923,07/22/24 08:56:37,0.054916439,0.046273898,107.904387626
383487:9923,07/22/24 09:47:12,0.851419615,0.801120503,108.705508129
383496:9925,07/23/24 02:52:20,0.078788117,0.072808188,108.778316317
383512:9926,07/23/24 06:46:08,0.795246998,0.743506722,109.521823039
383514:9926,07/23/24 19:13:08,0.039087412,0.037844904,109.559667943
383536:9927,07/24/24 02:13:47,-0.097425680,-0.092897823,109.559667943
383537:9927,07/24/24 03:19:59,0.037037315,0.033085993,109.559667943
383541:9927,07/24/24 04:01:38,0.147092100,0.137246353,109.637102466
383629:9931,07/25/24 00:40:18,0.080965548,0.076448775,109.713551241
383630:9931,07/25/24 01:56:21,0.139621204,0.131771990,109.845323231
383631:9931,07/25/24 03:56:49,0.608607648,0.570373689,110.415696920
383647:9932,07/25/24 17:03:23,0.040324052,0.037923602,110.453620522
383648:9932,07/25/24 17:46:40,-0.110287783,-0.101780076,110.453620522
383649:9932,07/25/24 19:18:20,0.165900287,0.153987763,110.505828209
383650:9932,07/25/24 21:33:00,0.019996955,0.017422947,110.523251156
383661:9934,07/26/24 01:47:35,0.037402455,0.034630992,110.557882148
383662:9934,07/26/24 02:30:01,0.088125740,0.080421489,110.638303637
383669:9935,07/26/24 05:40:30,0.301825446,0.280457448,110.918761085
383687:9936,07/26/24 12:06:39,0.221910672,0.205912291,111.124673376
383692:9937,07/26/24 17:20:31,0.403478624,0.372042749,111.496716125
383693:9937,07/26/24 22:56:12,0.075363801,0.068250770,111.564966895
383694:9937,07/27/24 00:04:45,0.014021043,0.008790273,111.573757168
383695:9937,07/27/24 00:19:44,0.283604520,0.266868457,111.840625625
383712:9939,07/27/24 08:34:14,0.715284297,0.667435853,112.508061478
383724:9939,07/27/24 19:49:20,0.061954641,0.059779227,112.567840705
383740:9941,07/28/24 01:30:34,0.314920583,0.289706894,112.857547599
383741:9941,07/28/24 05:57:42,0.082598847,0.071272803,112.928820402
383756:9942,07/28/24 12:25:37,0.638807531,0.593227851,113.522048253
383758:9942,07/28/24 21:50:52,0.009579673,0.008984129,113.531032382
383767:9943,07/29/24 00:29:10,0.708064796,0.656382445,114.187414827
383779:9943,07/29/24 10:56:46,0.058137853,0.055796996,114.243211823
383811:9945,07/29/24 16:52:12,0.012627720,0.011277490,114.254489313
383812:9945,07/29/24 17:11:17,0.160975437,0.148482458,114.402971771
383813:9945,07/29/24 19:26:00,0.050648666,0.046168967,114.449140738
383814:9945,07/29/24 20:12:38,0.551814117,0.516293948,114.965434686
383830:9947,07/30/24 08:01:55,0.050709766,0.046428710,115.011863396
383832:9947,07/30/24 08:59:00,0.192921647,0.176920074,115.188783470
383833:9947,07/30/24 11:39:37,0.083500807,0.077340669,115.266124139
383834:9947,07/30/24 12:49:56,0.211337941,0.195640061,115.461764200
383854:9951,07/30/24 20:32:22,0.500351555,0.458209799,115.919973999
383855:9951,07/31/24 03:37:50,0.316077142,0.298321324,116.218295323
383900:9960,07/31/24 15:53:42,0.007608002,0.007254339,116.225549662
383907:9962,08/01/24 01:35:28,0.291844995,0.263918743,116.489468405
383908:9962,08/01/24 05:40:03,0.007796309,0.006825118,116.496293523
383948:9967,08/01/24 21:31:59,0.362324613,0.331404131,116.827697654
383949:9967,08/02/24 03:17:58,0.384625853,0.363972113,117.191669767
